product,brand_jp,units_per_week,weeks,units_per_course,weeks_alt,units_per_course_alt,note
peginterferon,ペガシス/ペグイントロン,1,48,48,24,24,週1回皮下注（1本＝1週分）。GT1標準48週を基準、GT2等の24週を感度側に設定（添付文書・JSHガイドライン）
